True Label,User Choice,Reaction Time (s)
llama,duck,0.017
llama,duck,0.016
llama,llama,0.017
llama,duck,0.019
llama,llama,0.017
llama,llama,0.018
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.021
llama,llama,0.019
llama,llama,0.017
llama,llama,0.017
llama,llama,0.018
llama,llama,0.021
llama,llama,0.016
llama,llama,0.016
llama,llama,0.017
llama,llama,0.017
llama,llama,0.016
llama,llama,0.018
llama,llama,0.021
llama,llama,0.018
llama,llama,0.019
llama,llama,0.016
llama,llama,0.017
llama,llama,0.017
llama,llama,0.018
llama,duck,0.019
llama,duck,0.017
llama,llama,0.017
llama,llama,0.021
llama,duck,0.02
llama,duck,0.02
llama,llama,0.02
llama,llama,0.021
llama,llama,0.021
llama,llama,0.015
llama,llama,0.017
llama,llama,0.017
llama,llama,0.02
llama,llama,0.02
llama,llama,0.016
llama,duck,0.018
llama,llama,0.019
llama,llama,0.018
llama,llama,0.016
llama,llama,0.017
llama,llama,0.017
llama,llama,0.019
llama,llama,0.017
llama,duck,0.021
llama,llama,0.021
llama,llama,0.02
llama,duck,0.017
llama,llama,0.016
llama,duck,0.016
llama,llama,0.017
llama,llama,0.018
llama,llama,0.017
llama,llama,0.017
llama,duck,0.022
llama,duck,0.02
llama,llama,0.019
llama,llama,0.019
llama,llama,0.02
llama,llama,0.019
llama,llama,0.02
llama,llama,0.02
llama,llama,0.016
llama,llama,0.019
llama,llama,0.016
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.018
llama,llama,0.017
llama,llama,0.017
llama,duck,0.017
llama,duck,0.017
llama,llama,0.016
llama,llama,0.017
llama,llama,0.017
llama,duck,0.018
llama,llama,0.017
llama,llama,0.016
llama,llama,0.017
llama,duck,0.017
llama,llama,0.018
llama,duck,0.017
llama,llama,0.02
llama,llama,0.02
llama,llama,0.021
llama,duck,0.016
llama,llama,0.017
llama,llama,0.016
llama,duck,0.017
llama,llama,0.017
llama,llama,0.017
llama,duck,0.017
llama,duck,0.016
llama,llama,0.017
llama,llama,0.021
llama,llama,0.017
llama,llama,0.017
llama,llama,0.018
llama,llama,0.019
llama,llama,0.02
llama,llama,0.019
llama,duck,0.019
llama,llama,0.018
llama,llama,0.016
llama,llama,0.018
llama,llama,0.017
llama,llama,0.016
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.016
llama,duck,0.017
llama,llama,0.017
llama,llama,0.017
llama,duck,0.017
llama,duck,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.017
llama,llama,0.019
llama,llama,0.02
llama,llama,0.021
llama,llama,0.02
llama,llama,0.018
llama,llama,0.02
llama,llama,0.021
llama,llama,0.016
llama,llama,0.017
llama,duck,0.016
llama,llama,0.017
llama,llama,0.019
llama,llama,0.017
llama,llama,0.02
llama,llama,0.02
llama,llama,0.02
llama,duck,0.02
llama,llama,0.02
llama,llama,0.02
llama,llama,0.02
llama,llama,0.023
llama,llama,0.02
llama,llama,0.021
llama,llama,0.02
llama,llama,0.02
llama,llama,0.02
llama,llama,0.02
llama,llama,0.018
llama,llama,0.019
llama,llama,0.019
llama,duck,0.019
llama,llama,0.019
llama,llama,0.019
llama,llama,0.018
llama,llama,0.018
llama,duck,0.016
llama,duck,0.016
llama,duck,0.018
llama,llama,0.018
llama,llama,0.02
llama,llama,0.02
llama,duck,0.016
llama,llama,0.017
llama,llama,0.016
llama,llama,0.017
llama,duck,0.02
llama,llama,0.019
llama,llama,0.019
llama,llama,0.019
llama,llama,0.019
llama,llama,0.019
llama,llama,0.019
llama,llama,0.019
llama,llama,0.019
llama,duck,0.02
llama,llama,0.02
llama,llama,0.018
llama,duck,0.019
llama,duck,0.019
llama,llama,0.019
llama,duck,0.02
llama,duck,0.02
llama,duck,0.02
llama,llama,0.019
llama,duck,0.019
llama,llama,0.019
llama,llama,0.02
llama,llama,0.019
llama,llama,0.02
llama,duck,0.019
llama,llama,0.019
llama,llama,0.02
llama,llama,0.018
llama,llama,0.017
llama,llama,0.019
llama,llama,0.02
llama,llama,0.019
llama,llama,0.02
llama,llama,0.019
llama,llama,0.019
llama,llama,0.019
llama,llama,0.02
llama,llama,0.019
llama,duck,0.02
llama,llama,0.022
llama,duck,0.021
llama,llama,0.017
llama,llama,0.016
llama,llama,0.019
llama,llama,0.018
llama,llama,0.021
llama,llama,0.021
llama,llama,0.02
llama,llama,0.018
llama,llama,0.021
llama,llama,0.018
llama,llama,0.02
llama,duck,0.021
llama,llama,0.02
llama,llama,0.02
llama,llama,0.021
llama,llama,0.02
llama,llama,0.02
llama,llama,0.02
llama,llama,0.018
llama,llama,0.018
llama,llama,0.018
llama,duck,0.018
llama,llama,0.022
llama,llama,0.022
llama,llama,0.022
llama,llama,0.021
llama,duck,0.018
llama,llama,0.024
llama,llama,0.024
llama,llama,0.021
llama,llama,0.022
llama,llama,0.02
llama,llama,0.022
llama,llama,0.021
llama,llama,0.021
llama,llama,0.02
llama,llama,0.023
llama,duck,0.021
llama,llama,0.063
llama,llama,0.024
llama,duck,0.026
llama,llama,0.019
llama,llama,0.019
llama,llama,0.021
llama,llama,0.02
llama,llama,0.018
llama,llama,0.017
llama,llama,0.02
llama,llama,0.019
llama,llama,0.022
llama,llama,0.022
duck,duck,0.023
duck,duck,0.021
duck,duck,0.02
duck,duck,0.022
duck,duck,0.021
duck,llama,0.022
duck,duck,0.02
duck,duck,0.021
duck,duck,0.021
duck,duck,0.02
duck,duck,0.022
duck,duck,0.021
duck,duck,0.021
duck,duck,0.02
duck,duck,0.02
duck,duck,0.019
duck,duck,0.017
duck,duck,0.017
duck,llama,0.017
duck,duck,0.02
duck,duck,0.018
duck,duck,0.017
duck,duck,0.018
duck,llama,0.018
duck,duck,0.017
duck,llama,0.019
duck,duck,0.019
duck,duck,0.018
duck,duck,0.02
duck,duck,0.019
duck,llama,0.021
duck,duck,0.022
duck,llama,0.02
duck,duck,0.02
duck,duck,0.019
duck,duck,0.018
duck,llama,0.02
duck,duck,0.02
duck,duck,0.019
duck,llama,0.021
duck,duck,0.02
duck,duck,0.019
duck,duck,0.02
duck,llama,0.021
duck,duck,0.018
duck,duck,0.018
duck,llama,0.021
duck,duck,0.02
duck,duck,0.017
duck,duck,0.017
duck,duck,0.019
duck,duck,0.016
duck,llama,0.017
duck,duck,0.016
duck,duck,0.018
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,duck,0.021
duck,llama,0.019
duck,llama,0.019
duck,llama,0.019
duck,llama,0.016
duck,duck,0.02
duck,duck,0.02
duck,duck,0.019
duck,duck,0.016
duck,duck,0.017
duck,duck,0.021
duck,llama,0.016
duck,duck,0.016
duck,llama,0.019
duck,duck,0.02
duck,duck,0.021
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,duck,0.02
duck,duck,0.019
duck,duck,0.019
duck,duck,0.019
duck,duck,0.019
duck,duck,0.018
duck,duck,0.017
duck,llama,0.016
duck,duck,0.019
duck,llama,0.018
duck,duck,0.018
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,duck,0.021
duck,duck,0.017
duck,duck,0.016
duck,duck,0.02
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.019
duck,llama,0.017
duck,duck,0.016
duck,duck,0.017
duck,llama,0.016
duck,llama,0.017
duck,duck,0.017
duck,duck,0.017
duck,duck,0.019
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,duck,0.019
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,duck,0.016
duck,duck,0.018
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,llama,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.02
duck,duck,0.02
duck,duck,0.019
duck,llama,0.019
duck,duck,0.019
duck,duck,0.019
duck,duck,0.019
duck,duck,0.018
duck,duck,0.019
duck,duck,0.019
duck,duck,0.018
duck,llama,0.019
duck,duck,0.019
duck,llama,0.019
duck,duck,0.019
duck,duck,0.021
duck,duck,0.02
duck,duck,0.019
duck,duck,0.017
duck,duck,0.02
duck,duck,0.02
duck,duck,0.018
duck,llama,0.017
duck,duck,0.017
duck,duck,0.017
duck,duck,0.02
duck,duck,0.019
duck,duck,0.019
duck,duck,0.02
duck,duck,0.018
duck,duck,0.019
duck,duck,0.02
duck,llama,0.019
duck,duck,0.018
duck,duck,0.021
duck,duck,0.02
duck,duck,0.019
duck,duck,0.019
duck,duck,0.019
duck,llama,0.019
duck,duck,0.016
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,duck,0.017
duck,llama,0.019
duck,duck,0.016
duck,duck,0.019
duck,duck,0.02
duck,duck,0.017
duck,duck,0.018
duck,duck,0.017
duck,duck,0.017
duck,duck,0.018
duck,llama,0.021
duck,duck,0.021
duck,duck,0.019
duck,llama,0.017
duck,llama,0.017
duck,llama,0.018
duck,duck,0.017
duck,duck,0.02
duck,llama,0.019
duck,duck,0.02
duck,duck,0.019
duck,duck,0.019
duck,duck,0.019
duck,duck,0.018
duck,duck,0.02
duck,duck,0.017
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.023
duck,duck,0.021
duck,llama,0.019
duck,llama,0.019
duck,duck,0.019
duck,llama,0.02
duck,duck,0.018
duck,duck,0.017
duck,llama,0.018
duck,duck,0.017
duck,duck,0.017
duck,duck,0.018
duck,duck,0.017
duck,duck,0.017
duck,duck,0.017
duck,duck,0.017
duck,duck,0.016
duck,duck,0.02
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,duck,0.017
duck,llama,0.022
duck,duck,0.021
duck,duck,0.019
duck,duck,0.018
duck,duck,0.019
duck,llama,0.019
duck,duck,0.019
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.017
duck,duck,0.016
duck,duck,0.017
duck,duck,0.021
duck,duck,0.019
duck,duck,0.019
duck,duck,0.019
duck,duck,0.019
duck,llama,0.019
duck,duck,0.019
duck,duck,0.016
duck,duck,0.017
duck,duck,0.021
duck,duck,0.018
duck,duck,0.017
duck,duck,0.016
duck,llama,0.02
duck,duck,0.019
duck,duck,0.017
duck,duck,0.021
duck,duck,0.016
duck,duck,0.02
duck,duck,0.019
duck,duck,0.019
duck,llama,0.018
duck,duck,0.019
duck,duck,0.02
duck,duck,0.02
duck,duck,0.019
duck,duck,0.018
duck,llama,0.017
duck,duck,0.016
duck,duck,0.019
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,llama,0.022
duck,duck,0.021
duck,duck,0.02
duck,duck,0.02
duck,duck,0.018
duck,duck,0.019
duck,duck,0.019
duck,duck,0.018
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,duck,0.019
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,duck,0.016
duck,llama,0.019
duck,duck,0.02
duck,duck,0.019
duck,duck,0.016
duck,duck,0.017
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,llama,0.017
duck,llama,0.017
duck,duck,0.016
duck,duck,0.016
duck,duck,0.017
duck,duck,0.016
duck,duck,0.018
duck,duck,0.017
duck,duck,0.021
duck,duck,0.018
duck,duck,0.018
duck,duck,0.019
duck,duck,0.021
duck,duck,0.02
