True Label,User Choice,Reaction Time (s)
llama,llama,0.029
llama,llama,0.028
llama,llama,0.03
llama,llama,0.029
llama,llama,0.025
llama,llama,0.028
llama,llama,0.026
llama,llama,0.031
llama,llama,0.025
llama,llama,0.027
llama,llama,0.029
llama,llama,0.032
llama,llama,0.03
llama,llama,0.031
llama,llama,0.027
llama,llama,0.031
llama,llama,0.031
llama,llama,0.029
llama,llama,0.028
llama,llama,0.028
llama,llama,0.029
llama,llama,0.044
llama,llama,0.029
llama,llama,0.031
llama,llama,0.025
llama,llama,0.026
llama,llama,0.025
llama,llama,0.024
llama,llama,0.036
llama,llama,0.032
llama,llama,0.024
llama,llama,0.023
llama,llama,0.028
llama,llama,0.023
llama,llama,0.035
llama,llama,0.029
llama,llama,0.026
llama,llama,0.026
llama,llama,0.027
llama,llama,0.032
llama,llama,0.025
llama,llama,0.035
llama,llama,0.027
llama,llama,0.026
llama,llama,0.028
duck,duck,0.024
duck,duck,0.027
duck,duck,0.04
duck,duck,0.026
duck,duck,0.028
duck,duck,0.024
duck,duck,0.047
duck,duck,0.028
duck,duck,0.031
duck,duck,0.024
duck,duck,0.023
duck,duck,0.027
duck,duck,0.024
duck,duck,0.024
duck,duck,0.024
duck,duck,0.042
duck,duck,0.03
duck,duck,0.026
duck,duck,0.028
duck,duck,0.033
duck,duck,0.035
duck,duck,0.029
duck,duck,0.024
duck,duck,0.023
duck,duck,0.031
duck,duck,0.026
duck,duck,0.027
duck,llama,0.022
duck,duck,0.023
duck,duck,0.027
duck,duck,0.025
duck,duck,0.029
duck,duck,0.038
duck,duck,0.024
duck,llama,0.024
duck,duck,0.023
duck,duck,0.027
duck,duck,0.024
duck,duck,0.041
duck,duck,0.027
duck,duck,0.028
duck,duck,0.026
duck,duck,0.042
duck,duck,0.036
duck,duck,0.027
duck,duck,0.029
duck,duck,0.029
duck,duck,0.033
duck,duck,0.027
duck,duck,0.024
duck,duck,0.023
duck,duck,0.027
duck,duck,0.032
duck,duck,0.024
duck,duck,0.024
duck,duck,0.024
duck,duck,0.026
duck,duck,0.026
duck,duck,0.022
duck,duck,0.028
duck,duck,0.023
duck,duck,0.023
duck,duck,0.031
duck,duck,0.023
duck,duck,0.023
duck,duck,0.022
duck,duck,0.023
duck,duck,0.028
duck,duck,0.038
duck,duck,0.023
duck,duck,0.03
duck,duck,0.036
duck,duck,0.024
duck,duck,0.026
duck,duck,0.031
duck,duck,0.023
duck,duck,0.024
duck,duck,0.023
duck,duck,0.023
duck,duck,0.028
duck,duck,0.023
duck,duck,0.026
duck,duck,0.031
duck,duck,0.025
duck,duck,0.025
duck,duck,0.023
duck,duck,0.028
duck,duck,0.023
duck,duck,0.027
duck,duck,0.023
duck,duck,0.03
duck,duck,0.031
duck,duck,0.023
duck,duck,0.026
duck,duck,0.024
duck,duck,0.024
duck,duck,0.023
duck,duck,0.026
duck,duck,0.026
duck,duck,0.024
duck,duck,0.024
duck,duck,0.024
duck,duck,0.041
duck,duck,0.027
duck,duck,0.023
duck,duck,0.022
duck,duck,0.023
duck,duck,0.024
duck,duck,0.029
duck,duck,0.026
duck,duck,0.039
duck,duck,0.039
duck,duck,0.041
duck,duck,0.028
duck,duck,0.025
duck,duck,0.025
duck,duck,0.024
duck,duck,0.027
duck,duck,0.033
duck,duck,0.029
duck,duck,0.038
duck,duck,0.03
duck,duck,0.029
duck,duck,0.023
duck,duck,0.023
duck,duck,0.024
duck,duck,0.027
duck,duck,0.024
duck,duck,0.034
duck,duck,0.024
duck,duck,0.026
duck,duck,0.023
duck,duck,0.024
duck,duck,0.023
duck,duck,0.024
duck,duck,0.023
duck,duck,0.023
duck,duck,0.023
duck,duck,0.026
duck,duck,0.026
duck,duck,0.027
duck,duck,0.025
duck,duck,0.024
duck,duck,0.027
duck,duck,0.022
duck,duck,0.024
duck,duck,0.023
duck,duck,0.033
duck,duck,0.023
duck,duck,0.027
duck,duck,0.029
duck,duck,0.025
duck,duck,0.025
duck,duck,0.026
duck,duck,0.026
duck,duck,0.041
duck,duck,0.026
duck,duck,0.034
duck,duck,0.042
duck,duck,0.029
duck,duck,0.024
duck,duck,0.025
duck,duck,0.024
duck,duck,0.024
duck,duck,0.027
duck,duck,0.03
duck,duck,0.027
duck,duck,0.029
duck,duck,0.029
duck,duck,0.025
duck,duck,0.029
duck,duck,0.045
duck,duck,0.024
duck,duck,0.024
duck,duck,0.024
duck,duck,0.035
duck,duck,0.026
duck,duck,0.027
duck,duck,0.041
duck,duck,0.026
duck,duck,0.024
duck,duck,0.023
duck,duck,0.026
duck,duck,0.029
duck,duck,0.027
duck,duck,0.025
duck,duck,0.023
duck,duck,0.024
duck,duck,0.025
duck,duck,0.031
duck,duck,0.024
duck,duck,0.023
duck,duck,0.031
duck,duck,0.031
duck,duck,0.042
duck,duck,0.048
duck,duck,0.04
duck,duck,0.043
duck,duck,0.027
duck,duck,0.034
duck,duck,0.029
duck,duck,0.031
duck,duck,0.048
duck,duck,0.027
duck,duck,0.028
duck,duck,0.032
duck,duck,0.033
duck,duck,0.03
duck,duck,0.035
duck,duck,0.028
duck,duck,0.027
duck,duck,0.036
duck,duck,0.034
duck,duck,0.024
duck,duck,0.026
duck,duck,0.024
duck,duck,0.03
duck,duck,0.026
duck,duck,0.036
duck,duck,0.035
duck,duck,0.03
duck,duck,0.035
duck,duck,0.035
duck,duck,0.029
duck,duck,0.032
duck,duck,0.035
duck,duck,0.028
duck,duck,0.027
duck,duck,0.026
duck,duck,0.033
duck,duck,0.026
duck,duck,0.025
duck,duck,0.026
duck,llama,0.026
duck,duck,0.027
duck,duck,0.029
duck,duck,0.027
duck,duck,0.03
duck,duck,0.026
duck,duck,0.025
duck,duck,0.032
duck,duck,0.024
duck,duck,0.045
duck,duck,0.025
duck,llama,0.034
duck,duck,0.028
duck,duck,0.028
duck,duck,0.031
duck,duck,0.025
duck,duck,0.023
duck,duck,0.027
duck,duck,0.025
duck,duck,0.024
duck,duck,0.024
duck,duck,0.026
duck,duck,0.034
duck,duck,0.031
duck,duck,0.03
duck,duck,0.025
duck,duck,0.024
duck,duck,0.029
duck,duck,0.032
duck,duck,0.036
duck,duck,0.032
duck,duck,0.031
duck,duck,0.033
duck,duck,0.031
duck,duck,0.028
duck,duck,0.035
duck,duck,0.036
duck,duck,0.03
duck,duck,0.037
duck,duck,0.03
duck,duck,0.029
duck,duck,0.026
duck,duck,0.026
duck,duck,0.027
duck,duck,0.025
duck,duck,0.033
duck,duck,0.032
duck,duck,0.03
duck,duck,0.026
duck,duck,0.024
duck,duck,0.028
duck,duck,0.023
duck,duck,0.025
duck,duck,0.024
duck,duck,0.025
duck,duck,0.024
duck,duck,0.028
duck,duck,0.028
duck,duck,0.029
duck,duck,0.035
duck,duck,0.032
duck,duck,0.03
duck,duck,0.028
duck,duck,0.037
duck,duck,0.029
duck,duck,0.034
duck,duck,0.024
duck,duck,0.025
duck,duck,0.023
duck,duck,0.023
duck,duck,0.025
duck,duck,0.026
duck,duck,0.024
duck,duck,0.024
duck,duck,0.024
duck,duck,0.028
duck,duck,0.034
