True Label,User Choice,Reaction Time (s)
llama,llama,0.031
llama,llama,0.03
llama,llama,0.033
llama,llama,0.031
llama,llama,0.032
llama,llama,0.032
llama,llama,0.032
llama,llama,0.033
llama,duck,0.033
llama,duck,0.033
llama,llama,0.032
llama,duck,0.034
llama,llama,0.032
llama,llama,0.031
llama,llama,0.027
llama,duck,0.028
llama,duck,0.033
llama,llama,0.033
llama,llama,0.031
llama,llama,0.031
llama,duck,0.032
llama,llama,0.031
llama,duck,0.031
llama,duck,0.033
llama,llama,0.032
llama,duck,0.031
llama,llama,0.03
llama,llama,0.03
llama,llama,0.026
llama,llama,0.033
llama,llama,0.027
llama,llama,0.027
llama,llama,0.029
llama,llama,0.029
llama,llama,0.027
llama,llama,0.026
llama,duck,0.027
llama,llama,0.027
llama,llama,0.027
llama,duck,0.027
llama,duck,0.028
llama,llama,0.027
llama,llama,0.028
llama,llama,0.027
llama,llama,0.035
llama,llama,0.03
llama,llama,0.027
llama,llama,0.028
llama,llama,0.033
llama,llama,0.03
llama,llama,0.031
llama,llama,0.031
llama,llama,0.031
llama,llama,0.032
llama,llama,0.031
llama,llama,0.031
llama,llama,0.031
llama,llama,0.031
llama,llama,0.033
llama,llama,0.033
llama,llama,0.026
llama,llama,0.032
llama,llama,0.031
llama,llama,0.032
llama,llama,0.032
llama,llama,0.026
llama,llama,0.027
llama,llama,0.026
llama,duck,0.029
llama,llama,0.027
llama,llama,0.027
llama,llama,0.027
llama,duck,0.027
llama,llama,0.031
llama,llama,0.032
llama,llama,0.032
llama,llama,0.032
llama,llama,0.032
llama,llama,0.032
llama,llama,0.032
llama,llama,0.026
llama,llama,0.027
llama,llama,0.028
llama,duck,0.034
llama,llama,0.026
llama,llama,0.032
llama,llama,0.026
llama,duck,0.027
llama,llama,0.027
llama,llama,0.027
llama,duck,0.03
llama,llama,0.026
llama,llama,0.028
llama,llama,0.03
llama,llama,0.032
llama,llama,0.029
llama,llama,0.032
llama,llama,0.033
llama,llama,0.026
llama,llama,0.027
duck,duck,0.034
duck,duck,0.033
duck,duck,0.033
duck,duck,0.033
duck,duck,0.034
duck,duck,0.03
duck,duck,0.03
duck,duck,0.031
duck,llama,0.028
duck,duck,0.026
duck,duck,0.031
duck,duck,0.031
duck,duck,0.028
duck,llama,0.029
duck,duck,0.028
duck,duck,0.027
duck,duck,0.028
duck,llama,0.032
duck,duck,0.032
duck,duck,0.026
duck,duck,0.026
duck,duck,0.027
duck,llama,0.026
duck,duck,0.026
duck,llama,0.027
duck,llama,0.027
duck,duck,0.027
duck,duck,0.027
duck,duck,0.027
duck,duck,0.031
duck,duck,0.028
duck,duck,0.027
duck,llama,0.033
duck,llama,0.026
duck,duck,0.033
duck,llama,0.033
duck,duck,0.033
duck,llama,0.032
duck,duck,0.033
duck,llama,0.032
duck,duck,0.031
duck,llama,0.031
duck,duck,0.031
duck,duck,0.026
duck,duck,0.026
duck,duck,0.034
duck,duck,0.033
duck,duck,0.033
duck,duck,0.035
duck,duck,0.033
duck,duck,0.033
duck,duck,0.032
duck,duck,0.033
duck,llama,0.032
duck,duck,0.034
duck,duck,0.032
duck,duck,0.032
duck,llama,0.032
duck,duck,0.033
duck,duck,0.032
duck,duck,0.033
duck,duck,0.031
duck,duck,0.032
duck,duck,0.027
duck,duck,0.035
duck,duck,0.034
duck,duck,0.033
duck,llama,0.035
duck,llama,0.026
duck,duck,0.035
duck,llama,0.032
duck,duck,0.025
duck,duck,0.027
duck,duck,0.028
duck,llama,0.03
duck,duck,0.026
duck,duck,0.033
duck,duck,0.031
duck,duck,0.03
duck,duck,0.03
duck,duck,0.034
duck,duck,0.03
duck,duck,0.033
duck,duck,0.032
duck,duck,0.03
duck,duck,0.032
duck,llama,0.032
duck,duck,0.032
duck,duck,0.031
duck,duck,0.027
duck,duck,0.026
duck,llama,0.032
duck,duck,0.033
duck,duck,0.033
duck,duck,0.032
duck,duck,0.032
duck,duck,0.032
duck,llama,0.031
duck,duck,0.032
duck,duck,0.031
duck,duck,0.032
duck,duck,0.031
duck,llama,0.032
duck,duck,0.031
duck,duck,0.03
duck,llama,0.031
duck,duck,0.031
duck,llama,0.025
duck,duck,0.027
duck,duck,0.027
duck,duck,0.027
duck,duck,0.029
duck,duck,0.027
duck,llama,0.034
duck,duck,0.026
duck,duck,0.027
duck,duck,0.035
duck,llama,0.026
duck,llama,0.033
duck,duck,0.027
duck,llama,0.028
duck,duck,0.031
duck,llama,0.029
duck,llama,0.026
duck,duck,0.027
duck,llama,0.027
duck,llama,0.027
duck,llama,0.027
duck,llama,0.03
duck,duck,0.033
duck,duck,0.026
duck,duck,0.027
duck,duck,0.027
duck,duck,0.026
duck,duck,0.03
duck,llama,0.028
duck,duck,0.034
duck,llama,0.034
duck,duck,0.033
duck,duck,0.033
duck,llama,0.032
duck,duck,0.025
duck,duck,0.027
duck,duck,0.026
duck,duck,0.027
duck,duck,0.028
duck,duck,0.027
duck,llama,0.033
duck,duck,0.031
duck,duck,0.032
duck,duck,0.031
duck,llama,0.027
duck,duck,0.026
duck,duck,0.027
duck,duck,0.027
duck,llama,0.032
duck,duck,0.026
duck,llama,0.033
duck,duck,0.031
duck,duck,0.031
duck,llama,0.031
duck,duck,0.028
duck,llama,0.03
duck,duck,0.032
duck,duck,0.031
duck,duck,0.032
duck,duck,0.026
duck,duck,0.026
duck,duck,0.027
duck,llama,0.029
duck,duck,0.033
duck,duck,0.032
duck,duck,0.03
duck,duck,0.027
duck,duck,0.026
duck,duck,0.031
duck,llama,0.032
duck,duck,0.032
duck,llama,0.032
duck,duck,0.032
duck,duck,0.028
duck,duck,0.033
duck,duck,0.029
duck,duck,0.026
duck,duck,0.028
duck,llama,0.027
duck,llama,0.027
duck,duck,0.03
duck,duck,0.028
duck,duck,0.029
duck,duck,0.029
duck,duck,0.032
duck,duck,0.031
duck,llama,0.025
duck,duck,0.027
duck,duck,0.027
duck,duck,0.034
duck,llama,0.033
duck,duck,0.031
duck,llama,0.033
duck,llama,0.024
duck,duck,0.027
duck,duck,0.03
duck,llama,0.027
duck,duck,0.026
duck,duck,0.033
duck,duck,0.027
duck,llama,0.033
duck,duck,0.033
duck,llama,0.033
duck,llama,0.031
duck,duck,0.028
duck,llama,0.026
duck,llama,0.029
duck,llama,0.027
duck,llama,0.028
duck,duck,0.027
duck,duck,0.026
duck,duck,0.029
duck,duck,0.027
duck,llama,0.028
duck,duck,0.029
duck,duck,0.027
duck,duck,0.029
duck,duck,0.028
duck,duck,0.027
duck,duck,0.028
duck,duck,0.027
duck,llama,0.027
duck,duck,0.026
duck,duck,0.028
duck,duck,0.033
duck,duck,0.031
duck,duck,0.028
duck,llama,0.026
duck,duck,0.027
duck,duck,0.028
duck,duck,0.027
duck,duck,0.027
duck,duck,0.032
duck,duck,0.027
duck,llama,0.035
duck,llama,0.034
duck,duck,0.033
duck,duck,0.027
duck,llama,0.027
duck,duck,0.029
duck,llama,0.032
duck,duck,0.029
duck,duck,0.027
duck,duck,0.034
duck,duck,0.026
duck,duck,0.026
duck,llama,0.032
duck,duck,0.028
duck,duck,0.027
duck,duck,0.032
duck,duck,0.026
duck,duck,0.027
duck,duck,0.029
duck,duck,0.026
duck,duck,0.027
duck,duck,0.027
duck,llama,0.028
duck,duck,0.027
duck,duck,0.027
duck,duck,0.032
duck,duck,0.026
duck,llama,0.026
duck,llama,0.029
duck,llama,0.032
duck,llama,0.032
duck,duck,0.031
duck,duck,0.032
duck,duck,0.032
duck,duck,0.031
duck,duck,0.025
duck,duck,0.033
duck,duck,0.028
duck,duck,0.026
duck,llama,0.029
duck,duck,0.034
duck,duck,0.033
duck,duck,0.033
duck,llama,0.033
duck,llama,0.027
duck,duck,0.027
duck,duck,0.027
duck,llama,0.032
duck,llama,0.032
duck,duck,0.031
duck,duck,0.032
duck,duck,0.031
duck,duck,0.031
duck,llama,0.031
duck,duck,0.031
duck,duck,0.031
duck,duck,0.031
duck,duck,0.032
duck,duck,0.026
duck,duck,0.028
duck,duck,0.029
duck,duck,0.03
duck,duck,0.028
duck,duck,0.026
duck,duck,0.032
duck,duck,0.025
duck,duck,0.026
duck,llama,0.033
duck,duck,0.028
