True Label,User Choice,Reaction Time (s)
llama,llama,0.068
llama,llama,0.065
llama,llama,0.102
llama,llama,0.08
llama,duck,0.067
llama,llama,0.067
llama,llama,0.064
llama,llama,0.062
llama,llama,0.065
llama,llama,0.067
llama,llama,0.077
llama,llama,0.072
llama,llama,0.057
llama,llama,0.059
llama,llama,0.06
llama,llama,0.056
llama,llama,0.056
llama,llama,0.061
llama,llama,0.056
llama,llama,0.048
llama,llama,0.053
llama,llama,0.058
llama,llama,0.067
llama,llama,0.067
llama,llama,0.096
llama,llama,0.084
llama,llama,0.076
llama,llama,0.068
llama,llama,0.064
llama,llama,0.066
llama,llama,0.071
llama,llama,0.07
llama,llama,0.063
llama,llama,0.051
llama,llama,0.05
llama,llama,0.059
llama,llama,0.063
llama,llama,0.057
llama,llama,0.05
llama,llama,0.048
llama,llama,0.057
llama,llama,0.059
llama,llama,0.051
llama,llama,0.053
llama,llama,0.058
llama,llama,0.057
llama,llama,0.065
llama,llama,0.079
llama,llama,0.073
llama,llama,0.077
llama,llama,0.085
llama,llama,0.08
llama,llama,0.07
llama,llama,0.063
llama,llama,0.072
llama,llama,0.061
llama,llama,0.06
llama,llama,0.059
llama,llama,0.059
llama,llama,0.066
llama,llama,0.066
llama,llama,0.07
llama,llama,0.067
llama,llama,0.054
llama,llama,0.059
llama,llama,0.076
llama,llama,0.06
llama,llama,0.058
llama,llama,0.065
llama,llama,0.059
llama,llama,0.061
llama,llama,0.063
llama,llama,0.051
llama,llama,0.061
llama,llama,0.059
llama,llama,0.055
llama,llama,0.061
llama,llama,0.061
llama,llama,0.059
llama,llama,0.058
llama,llama,0.051
llama,llama,0.063
llama,llama,0.057
llama,llama,0.069
llama,llama,0.052
llama,llama,0.061
llama,llama,0.059
llama,llama,0.062
llama,llama,0.056
llama,llama,0.053
llama,llama,0.058
llama,llama,0.051
llama,llama,0.049
llama,llama,0.052
llama,llama,0.051
llama,llama,0.06
llama,llama,0.057
llama,llama,0.058
llama,llama,0.05
llama,llama,0.051
llama,llama,0.06
llama,llama,0.056
llama,llama,0.05
llama,llama,0.048
llama,llama,0.058
llama,llama,0.059
llama,llama,0.048
llama,llama,0.049
llama,llama,0.05
llama,llama,0.051
llama,llama,0.056
llama,llama,0.061
llama,llama,0.065
llama,llama,0.065
llama,llama,0.086
llama,llama,0.08
llama,llama,0.069
llama,llama,0.061
llama,llama,0.051
llama,llama,0.058
llama,llama,0.049
llama,llama,0.05
llama,llama,0.05
llama,llama,0.058
llama,llama,0.061
llama,llama,0.049
llama,llama,0.05
llama,llama,0.053
llama,llama,0.062
llama,llama,0.05
llama,llama,0.064
llama,llama,0.067
llama,llama,0.068
llama,llama,0.062
llama,llama,0.05
llama,llama,0.055
llama,llama,0.057
llama,llama,0.051
llama,llama,0.055
llama,llama,0.063
llama,llama,0.063
llama,llama,0.058
llama,llama,0.049
llama,llama,0.049
llama,llama,0.049
llama,llama,0.058
llama,llama,0.058
llama,llama,0.057
llama,llama,0.059
llama,llama,0.057
llama,llama,0.061
llama,llama,0.056
llama,llama,0.052
llama,llama,0.056
llama,llama,0.059
llama,llama,0.056
llama,llama,0.066
llama,llama,0.069
llama,llama,0.065
llama,llama,0.058
llama,llama,0.059
llama,llama,0.05
llama,llama,0.057
llama,llama,0.06
llama,llama,0.058
llama,llama,0.054
llama,llama,0.052
llama,llama,0.058
llama,llama,0.071
llama,llama,0.051
llama,llama,0.055
llama,llama,0.066
llama,llama,0.058
llama,llama,0.052
llama,llama,0.055
llama,llama,0.052
llama,llama,0.069
llama,duck,0.061
llama,llama,0.056
llama,llama,0.059
llama,llama,0.056
llama,llama,0.055
llama,llama,0.056
llama,llama,0.062
llama,llama,0.063
llama,llama,0.058
llama,llama,0.048
llama,llama,0.067
llama,llama,0.067
llama,llama,0.058
llama,llama,0.051
llama,llama,0.051
llama,llama,0.048
llama,llama,0.063
llama,llama,0.063
llama,llama,0.062
llama,llama,0.056
llama,llama,0.057
llama,llama,0.06
llama,llama,0.048
llama,llama,0.05
llama,llama,0.05
llama,llama,0.05
llama,llama,0.057
llama,llama,0.052
llama,llama,0.051
llama,llama,0.066
llama,llama,0.061
llama,llama,0.058
llama,llama,0.058
llama,llama,0.058
llama,llama,0.055
llama,llama,0.061
llama,llama,0.06
llama,llama,0.058
llama,llama,0.054
llama,llama,0.06
llama,llama,0.052
llama,llama,0.048
llama,llama,0.048
llama,llama,0.049
llama,llama,0.054
llama,llama,0.066
llama,llama,0.06
llama,llama,0.056
llama,llama,0.053
llama,llama,0.06
llama,llama,0.058
llama,llama,0.054
llama,llama,0.06
llama,llama,0.06
llama,llama,0.056
llama,llama,0.053
llama,llama,0.053
llama,llama,0.056
llama,llama,0.048
llama,llama,0.048
llama,llama,0.056
llama,llama,0.049
llama,llama,0.055
llama,llama,0.053
llama,llama,0.062
llama,llama,0.059
llama,llama,0.06
llama,llama,0.05
llama,llama,0.05
llama,llama,0.057
llama,llama,0.058
llama,llama,0.066
llama,llama,0.059
llama,llama,0.058
llama,llama,0.048
llama,llama,0.048
llama,llama,0.051
llama,llama,0.049
llama,llama,0.049
llama,llama,0.05
llama,llama,0.049
llama,llama,0.059
llama,llama,0.051
llama,llama,0.067
llama,llama,0.059
llama,llama,0.065
llama,llama,0.049
llama,llama,0.05
llama,llama,0.057
llama,llama,0.07
llama,llama,0.058
llama,llama,0.057
llama,llama,0.049
llama,llama,0.055
llama,duck,0.051
llama,llama,0.052
llama,llama,0.051
llama,llama,0.048
llama,llama,0.047
llama,duck,0.047
llama,llama,0.053
llama,llama,0.056
llama,llama,0.065
llama,llama,0.052
llama,llama,0.049
llama,llama,0.06
llama,llama,0.055
llama,llama,0.049
llama,llama,0.054
llama,llama,0.063
llama,llama,0.056
llama,llama,0.059
llama,llama,0.05
llama,llama,0.05
llama,llama,0.054
llama,llama,0.048
llama,llama,0.061
llama,llama,0.07
llama,llama,0.061
llama,llama,0.051
llama,llama,0.049
llama,llama,0.059
llama,llama,0.051
llama,llama,0.063
llama,llama,0.058
llama,llama,0.063
llama,llama,0.052
duck,duck,0.056
duck,duck,0.062
duck,duck,0.06
duck,duck,0.049
duck,duck,0.049
duck,duck,0.052
duck,duck,0.06
duck,duck,0.053
duck,duck,0.051
duck,duck,0.06
duck,duck,0.068
duck,duck,0.063
duck,duck,0.054
duck,duck,0.059
duck,duck,0.058
duck,duck,0.049
duck,duck,0.053
duck,duck,0.05
duck,duck,0.057
duck,duck,0.065
duck,duck,0.059
duck,duck,0.054
duck,duck,0.049
duck,duck,0.052
duck,duck,0.059
duck,duck,0.048
duck,duck,0.048
duck,duck,0.049
duck,duck,0.053
duck,duck,0.059
duck,duck,0.059
duck,duck,0.057
duck,duck,0.055
duck,duck,0.059
duck,duck,0.05
duck,duck,0.051
duck,duck,0.057
duck,duck,0.052
duck,duck,0.048
duck,duck,0.055
duck,duck,0.051
duck,duck,0.05
duck,duck,0.049
duck,duck,0.062
duck,duck,0.06
duck,duck,0.056
duck,duck,0.057
duck,duck,0.054
duck,duck,0.055
duck,duck,0.054
duck,duck,0.052
duck,duck,0.058
duck,llama,0.058
duck,duck,0.054
duck,duck,0.052
duck,duck,0.061
duck,duck,0.059
duck,duck,0.048
duck,duck,0.056
duck,duck,0.06
duck,duck,0.05
duck,duck,0.058
duck,duck,0.05
duck,duck,0.05
duck,duck,0.057
duck,duck,0.071
duck,duck,0.063
duck,duck,0.059
duck,duck,0.056
duck,duck,0.057
duck,duck,0.051
duck,duck,0.047
duck,duck,0.05
duck,duck,0.049
duck,duck,0.048
duck,duck,0.049
duck,duck,0.058
duck,duck,0.05
duck,duck,0.049
duck,duck,0.059
duck,duck,0.057
duck,duck,0.049
duck,duck,0.05
duck,duck,0.057
duck,duck,0.06
duck,duck,0.05
duck,duck,0.05
duck,duck,0.048
duck,duck,0.051
duck,duck,0.06
duck,duck,0.049
duck,duck,0.048
duck,duck,0.055
duck,duck,0.052
duck,duck,0.052
duck,duck,0.048
duck,duck,0.047
duck,duck,0.054
duck,duck,0.048
duck,duck,0.049
duck,duck,0.056
duck,duck,0.049
duck,duck,0.059
duck,duck,0.066
duck,duck,0.06
duck,duck,0.057
duck,duck,0.057
duck,duck,0.057
duck,duck,0.062
duck,duck,0.05
duck,duck,0.054
duck,duck,0.049
duck,duck,0.051
duck,duck,0.058
duck,duck,0.058
duck,duck,0.058
duck,duck,0.057
duck,duck,0.051
duck,duck,0.068
duck,duck,0.062
duck,duck,0.056
duck,duck,0.058
duck,duck,0.057
duck,duck,0.049
duck,duck,0.05
duck,duck,0.048
duck,duck,0.052
duck,duck,0.055
duck,duck,0.048
duck,duck,0.048
duck,duck,0.049
duck,duck,0.053
duck,duck,0.056
duck,duck,0.07
duck,duck,0.07
duck,duck,0.066
duck,duck,0.059
duck,duck,0.053
duck,duck,0.056
duck,duck,0.058
duck,duck,0.061
duck,duck,0.057
duck,duck,0.057
duck,duck,0.072
duck,duck,0.07
duck,duck,0.061
duck,duck,0.068
duck,duck,0.053
duck,llama,0.061
duck,duck,0.06
duck,duck,0.065
duck,duck,0.07
duck,duck,0.065
duck,duck,0.058
duck,duck,0.072
duck,duck,0.061
duck,duck,0.059
duck,duck,0.052
duck,duck,0.058
duck,duck,0.066
duck,duck,0.055
duck,duck,0.052
duck,duck,0.05
duck,duck,0.058
duck,duck,0.051
duck,duck,0.051
duck,duck,0.048
duck,duck,0.048
duck,duck,0.048
duck,duck,0.052
duck,duck,0.063
duck,duck,0.06
duck,duck,0.057
duck,duck,0.057
duck,llama,0.053
duck,duck,0.058
duck,duck,0.055
duck,duck,0.065
duck,duck,0.059
duck,duck,0.069
duck,duck,0.065
duck,duck,0.058
duck,duck,0.059
duck,duck,0.059
duck,duck,0.048
duck,duck,0.05
duck,duck,0.055
duck,duck,0.063
duck,duck,0.062
duck,duck,0.068
duck,duck,0.069
duck,duck,0.052
duck,duck,0.048
duck,duck,0.048
duck,duck,0.05
duck,duck,0.048
duck,duck,0.054
duck,duck,0.056
duck,duck,0.057
duck,duck,0.052
duck,duck,0.049
duck,duck,0.051
duck,duck,0.051
duck,duck,0.049
duck,duck,0.051
duck,duck,0.05
duck,duck,0.058
duck,duck,0.061
duck,duck,0.051
duck,duck,0.05
duck,duck,0.048
duck,duck,0.064
duck,duck,0.069
duck,duck,0.071
duck,duck,0.072
duck,duck,0.062
duck,duck,0.053
duck,duck,0.048
duck,duck,0.048
duck,duck,0.049
duck,duck,0.059
duck,duck,0.049
duck,duck,0.059
duck,duck,0.059
duck,duck,0.062
duck,duck,0.052
duck,duck,0.06
duck,duck,0.055
duck,duck,0.049
duck,duck,0.053
duck,duck,0.057
duck,duck,0.049
duck,duck,0.053
duck,duck,0.049
duck,duck,0.051
duck,duck,0.054
duck,duck,0.068
duck,duck,0.054
duck,duck,0.048
duck,duck,0.047
duck,duck,0.049
duck,duck,0.047
duck,duck,0.048
duck,duck,0.048
duck,duck,0.065
duck,duck,0.057
duck,duck,0.068
duck,duck,0.064
duck,duck,0.063
duck,duck,0.052
duck,duck,0.051
duck,duck,0.057
duck,duck,0.061
duck,duck,0.058
duck,duck,0.064
duck,llama,0.068
duck,duck,0.05
duck,duck,0.054
duck,duck,0.053
duck,duck,0.047
duck,duck,0.049
duck,duck,0.048
duck,duck,0.054
duck,duck,0.055
duck,duck,0.059
duck,duck,0.048
duck,duck,0.053
duck,duck,0.062
duck,duck,0.055
duck,duck,0.051
duck,duck,0.052
duck,duck,0.063
duck,duck,0.055
duck,duck,0.054
duck,duck,0.047
duck,duck,0.062
duck,duck,0.055
duck,duck,0.052
duck,duck,0.059
duck,duck,0.068
duck,duck,0.06
duck,duck,0.05
duck,duck,0.049
duck,duck,0.052
duck,duck,0.06
duck,duck,0.057
duck,duck,0.051
duck,duck,0.053
duck,duck,0.055
duck,duck,0.053
duck,duck,0.086
duck,duck,0.061
duck,duck,0.069
duck,duck,0.058
duck,duck,0.061
duck,duck,0.058
duck,duck,0.062
duck,duck,0.065
duck,llama,0.075
duck,duck,0.068
duck,duck,0.069
duck,duck,0.058
duck,duck,0.073
duck,duck,0.072
duck,duck,0.071
duck,duck,0.066
duck,duck,0.052
duck,duck,0.06
duck,duck,0.064
duck,duck,0.063
